3500.000000	-10.000000
3500.000000	0.000000
3500.000000	49.000000
3500.000000	51.000000
3500.000000	40.000000
3500.000000	117.000000
3500.000000	108.000000
3500.000000	109.000000
3500.000000	143.000000
3500.000000	178.000000
3500.000000	179.000000
3500.000000	174.000000
3500.000000	195.000000
3500.000000	206.000000
3500.000000	258.000000
3500.000000	264.000000
3500.000000	264.000000
3500.000000	298.000000
3500.000000	289.000000
3500.000000	306.000000
3500.000000	328.000000
3500.000000	329.000000
3500.000000	347.000000
3500.000000	370.000000
3500.000000	374.000000
3500.000000	369.000000
3500.000000	390.000000
3500.000000	402.000000
3500.000000	379.000000
3500.000000	382.000000
3500.000000	396.000000
3500.000000	400.000000
3500.000000	412.000000
3500.000000	395.000000
3500.000000	419.000000
3500.000000	425.000000
3500.000000	449.000000
3500.000000	410.000000
3500.000000	445.000000
3500.000000	419.000000
3500.000000	421.000000
3500.000000	439.000000
3500.000000	451.000000
3500.000000	467.000000
3500.000000	444.000000
3500.000000	430.000000
3500.000000	476.000000
3500.000000	479.000000
3500.000000	449.000000
3500.000000	450.000000
3500.000000	499.000000
3500.000000	460.000000
3500.000000	458.000000
3500.000000	502.000000
3500.000000	469.000000
3500.000000	485.000000
3500.000000	501.000000
3500.000000	488.000000
3500.000000	495.000000
3500.000000	497.000000
3500.000000	479.000000
3500.000000	503.000000
3500.000000	499.000000
3500.000000	506.000000
3500.000000	494.000000
3500.000000	519.000000
3500.000000	513.000000
3500.000000	495.000000
3500.000000	559.000000
3500.000000	513.000000
3500.000000	516.000000
3500.000000	508.000000
3500.000000	526.000000
3500.000000	549.000000
3500.000000	536.000000
3500.000000	525.000000
3500.000000	559.000000
3500.000000	552.000000
3500.000000	526.000000
3500.000000	580.000000
3500.000000	532.000000
3500.000000	567.000000
3500.000000	560.000000
3500.000000	577.000000
3500.000000	567.000000
3500.000000	540.000000
3500.000000	577.000000
3500.000000	526.000000
3500.000000	559.000000
3500.000000	576.000000
3500.000000	572.000000
3500.000000	579.000000
3500.000000	596.000000
3500.000000	582.000000
